Date,Open,High,Low,Close,Adj Close,Volume,Name
2017-01-03,72.33999633789062,74.2300033569336,72.18000030517578,74.16000366210938,59.280460357666016,10953700,GILD
2017-01-04,74.52999877929688,76.9800033569336,74.37999725341797,76.37999725341797,61.055049896240234,14914200,GILD
2017-01-05,76.83999633789062,76.8499984741211,75.56999969482422,76.01000213623047,60.759254455566406,9413100,GILD
2017-01-06,76.44999694824219,76.5,75.41000366210938,75.48999786376953,60.343605041503906,8980000,GILD
2017-01-09,75.93000030517578,76.08999633789062,75.2699966430664,75.83999633789062,60.623382568359375,10165300,GILD
2017-01-10,76.45999908447266,76.5,74.93000030517578,75.01000213623047,59.959922790527344,8869800,GILD
2017-01-11,75.5199966430664,75.55000305175781,73.01000213623047,73.7699966430664,58.96870422363281,14165700,GILD
2017-01-12,73.52999877929688,73.68000030517578,72.93000030517578,73.36000061035156,58.6409797668457,7057700,GILD
2017-01-13,73.62999725341797,73.77999877929688,73.0,73.06999969482422,58.40916442871094,8269100,GILD
2017-01-17,72.91999816894531,72.91999816894531,71.7300033569336,71.91000366210938,57.48191452026367,11706600,GILD
2017-01-18,72.23999786376953,72.47000122070312,71.5,72.12999725341797,57.65776443481445,9910000,GILD
2017-01-19,71.81999969482422,72.25,71.2300033569336,71.56999969482422,57.21011734008789,9810900,GILD
2017-01-20,71.97000122070312,72.0,70.58000183105469,71.01000213623047,56.762489318847656,10270300,GILD
2017-01-23,70.87000274658203,71.29000091552734,70.30000305175781,70.69000244140625,56.50668716430664,9657600,GILD
2017-01-24,70.5999984741211,70.9800033569336,69.77999877929688,70.25,56.15497589111328,10912800,GILD
2017-01-25,70.81999969482422,72.33999633789062,70.72000122070312,71.91000366210938,57.48191452026367,14001600,GILD
2017-01-26,71.77999877929688,71.8499984741211,71.1500015258789,71.22000122070312,56.93033981323242,8580100,GILD
2017-01-27,71.43000030517578,72.16999816894531,71.16000366210938,71.26000213623047,56.96232223510742,6939700,GILD
2017-01-30,71.0,71.66999816894531,70.75,71.51000213623047,57.16215515136719,7242500,GILD
2017-01-31,71.12999725341797,72.58000183105469,70.98999786376953,72.44999694824219,57.91355514526367,10365500,GILD
2017-02-01,72.72000122070312,72.87999725341797,72.05999755859375,72.81999969482422,58.20933151245117,7441800,GILD
2017-02-02,72.61000061035156,72.83000183105469,71.77999877929688,72.25,57.753692626953125,8814200,GILD
2017-02-03,72.73999786376953,72.75,71.7699966430664,72.33999633789062,57.82563400268555,8034300,GILD
2017-02-06,72.0199966430664,72.66999816894531,71.44000244140625,72.38999938964844,57.86559295654297,7635000,GILD
2017-02-07,72.55999755859375,73.30000305175781,72.41000366210938,73.12999725341797,58.457122802734375,13325400,GILD
2017-02-08,67.2699966430664,67.2699966430664,65.75,66.83000183105469,53.421165466308594,51547400,GILD
2017-02-09,66.33999633789062,66.79000091552734,65.37999725341797,65.58999633789062,52.42995834350586,23070600,GILD
2017-02-10,65.8499984741211,66.77999877929688,65.43000030517578,66.36000061035156,53.04545593261719,16208400,GILD
2017-02-13,66.80999755859375,67.79000091552734,66.5,67.6500015258789,54.07663345336914,15885100,GILD
2017-02-14,68.5999984741211,68.66999816894531,67.33000183105469,67.55000305175781,53.996700286865234,14972600,GILD
2017-02-15,67.69999694824219,69.9800033569336,67.66000366210938,69.80000305175781,55.795257568359375,16656600,GILD
2017-02-16,70.0,70.66999816894531,69.26000213623047,70.30999755859375,56.20293045043945,10965500,GILD
2017-02-17,70.18000030517578,70.79000091552734,69.70999908447266,69.8499984741211,55.835208892822266,11186900,GILD
2017-02-21,70.0,70.0,68.83000183105469,69.29000091552734,55.3875846862793,11190400,GILD
2017-02-22,69.11000061035156,69.7300033569336,68.66000366210938,68.83000183105469,55.01987838745117,10073400,GILD
2017-02-23,68.73999786376953,69.52999877929688,68.43000030517578,69.37000274658203,55.4515266418457,7529100,GILD
2017-02-24,69.31999969482422,70.06999969482422,69.05000305175781,69.94000244140625,55.90715789794922,7382400,GILD
2017-02-27,69.81999969482422,70.54000091552734,69.80000305175781,70.5,56.35481262207031,6354200,GILD
2017-02-28,70.37000274658203,70.94000244140625,70.01000213623047,70.4800033569336,56.33882522583008,8828800,GILD
2017-03-01,70.81999969482422,70.98999786376953,70.0199966430664,70.19000244140625,56.10701370239258,9629400,GILD
2017-03-02,70.0,70.88999938964844,70.0,70.52999877929688,56.378780364990234,8672900,GILD
